제목,내용
"POSTECH 김철홍 교수팀, 유방암 탐지 위한 ‘인공지능’ 초음파 네트워크 시스..."," 분할·분류하는 딥러닝 기반 다중 모달 융합 네트워크를 개발했다. 이번 연구... 분류하는 딥러닝(DL) 기법을 결합하는 방법을 제안했다. 먼저, 병변의 분할을 위해... "
"네이버 파파고, 이미지 자동으로 읽고 바꾸고 덮어쓴다 [가봤어요]"," 이러한 상황들을 예상하고 보다 정확하고 보기 쉽게, 원문과 비슷하게 구현해내는 기술이 딥러닝 학습... 학습된 딥러닝 모델이 글자가 포함된 이미지를 입력받으면 바로 원본 이미지와 유사하지만, 글자만 없는 배경... "
"다비오,에어버스와 위성 이미지 딥러닝 분야 협력", 기반 딥러닝 기술을 확장시키기 위한 양해각서(MOU)를 체결했다고 밝혔다. 이번 협약으로 다비오는 그동안 개발해 온 지도 제작 딥러닝 기술에 에어버스의 인공위성 데이터를 연결할 수 있게 됐다. 이는 자체적으로... 
"지도 기술 스타트업 다비오, 위성 이미지 기반 딥러닝 기술 위해 AIRBUS와 MO...", 기반 딥러닝 기술을 확장 시키기 위한 양해각서(MoU)를 체결했다고 13일 밝혔다. 이번 협약으로 다비오는 그 동안 개발해 온 지도 제작 딥러닝 기술에 에어버스의 인공위성 데이터를 연결 할 수 있게 되었다. 이는... 
"경북도, 딥러닝 기반 전통기록물 해독 사업 선정"," 위한 딥러닝 기반 전통기록물 해독 사업’이 최종 선정돼 국비 88억원을 확보했다고 밝혔다.이번 사업은 한국국학진흥원, 경북대, 서울대, 한신대, 한컴위드 등 5개 산학연이 공동으로 참여해 올 6월부터 2029년 2월까지... "
인공지능 ‘딥러닝’으로 직업성 폐 질환 진폐증 진단한다, 인공지능 ‘딥러닝(Deep Learning)’ 으로 직업성 폐 질환인 진폐증을 진단한다는 연구결과가 발표됐다.... 활용한 딥러닝 연구결과 95%의 진폐증 진단 정확도를 얻었다. 이는 연구팀이 지난해 11월에 열린 제 59차... 
진화하는 자율주행차 카메라...딥러닝으로 패턴까지 예측, 인공지능 딥러닝 기술이 접목되면 영상을 인식하는 수준을 넘어 사람의 움직임까지 예측해 인식률을 높일 수 있습니다. 하나씩 퍼즐을 맞춰가는 자율주행차의 미래를 권순우 기자가 보도합니다. 딥러닝 기반 자율주행... 
"다비오, 자체 딥러닝 기술력 통해 해외 진출 시발점 마련", 기반 딥러닝 기술을 확장시키기 위한 양해각서(MoU)를 체결했다고 13일 밝혔다. 지도 데이터 구축 기술을 연구 개발하는 기업 다비오는 그동안 개발해 온 지도 제작 딥러닝 기술에 에어버스의 인공위성 데이터를 연결... 
"포스텍 연구팀, 유방암 탐지 위한 '인공지능' 초음파 개발"," 분할·분류하는 딥러닝 기반 다중 모달 융합 네트워크를 개발했다. 이 연구성과는 바이오메디컬 분야... 분류하는 딥러닝(DL) 기법을 결합하는 방법을 제안했다. 먼저, 병변의 분할을 위해 가중 스킵 커넥션... "
"경북도, 딥러닝 기반 전통기록물 해독 사업 선정"," 위한 딥러닝 기반 전통기록물 해독 사업’이 최종 선정돼 국비 88억원을 확보했다고 밝혔다.이번 사업은 한국국학진흥원, 경북대, 서울대, 한신대, 한컴위드 등 5개 산학연이 공동으로 참여해 올 6월부터 2029년 2월까지... "
인공지능 ‘딥러닝’으로 직업성 폐 질환 진폐증 진단한다, 인공지능 ‘딥러닝(Deep Learning)’ 으로 직업성 폐 질환인 진폐증을 진단한다는 연구결과가 발표됐다.... 활용한 딥러닝 연구결과 95%의 진폐증 진단 정확도를 얻었다. 이는 연구팀이 지난해 11월에 열린 제 59차... 
진화하는 자율주행차 카메라...딥러닝으로 패턴까지 예측, 인공지능 딥러닝 기술이 접목되면 영상을 인식하는 수준을 넘어 사람의 움직임까지 예측해 인식률을 높일 수 있습니다. 하나씩 퍼즐을 맞춰가는 자율주행차의 미래를 권순우 기자가 보도합니다. 딥러닝 기반 자율주행... 
‘챗GPT 차단’ 이탈리아가 불 댕긴 ‘AI 디스토피아’ 논쟁," 여기에는 일론 머스크 테슬라 최고경영자(CEO), 애플 공동창업자 스티브 워즈니악, 딥러닝 창시자로 알려진 요슈아 벤지오 몬트리올대 교수, <사피엔스>로 유명한 베스트셀러 작가 유발 하라리 등도 동참했다.... "
컴퓨터 비전과 딥러닝, 이러한 내용들을 다룬 이 책은 딥러닝 학습을 위한 많은 내용들을 담고 있으며 이해하기 쉽게 예제... 모든 독자들이 텐서플로/케라스(Keras)와 딥러닝 등에 대한 기본 이론을 이해하고 실제로 구현하는 데 많은... 
"인하대,딥러닝 기반 자율주행 버스 운행 시스템 제안"," 팀이 딥러닝을 기반으로 하는 자율주행 버스 운행 시스템을 제안해 금상을 수상했다고 10일 밝혔다. 김범영(25), 이신효(26), 이용한(26), 이지훈(25) 학생으로 이뤄진 팀이 제안한 내용은 딥러닝을 기반으로 한 자율주행... "
데이터에 ‘딥러닝’ 적용했더니… 태풍진로·강우량 예측 정확, KISTI '기상·기후 딥러닝모델' 강수량·태풍경로 예상 정확도↑ 공군기상단과 협업…실증 추진 지난해 미... 활용한 '기상·기후 딥러닝모델'을 개발해 눈길을 모은다. 한국과학기술정보연구원(KISTI)은 단기재난예측... 
딥러닝 기술로 공룡을 쥐락펴락...넥슨 ‘야생의땅: 듀량고', ◆ 사실감이 주는 재미...딥러닝 인공지능(AI) 기술 도입 예고 듀랑고는 사실을 기반으로 한 콘텐츠 제작과... 인공지능 딥러닝 기술 역시 듀랑고 업데이트로 더해질 예정이다. 딥러닝 기술 추가는 듀랑고 개발을 총괄한... 
AI 딥러닝 진폐증 진단 정확도 95%, 인공지능 '딥러닝(Deep Learning)' 으로 직업성 폐 질환인 진폐증을 진단한다는 연구결과가 발표됐다.... 활용한 딥러닝 연구결과 95%의 진폐증 진단 정확도를 얻었다고 15일 밝혔다. 이번 연구로 향후 영상의학과... 
‘챗GPT 차단’ 이탈리아가 불 댕긴 ‘AI 디스토피아’ 논쟁," 여기에는 일론 머스크 테슬라 최고경영자(CEO), 애플 공동창업자 스티브 워즈니악, 딥러닝 창시자로 알려진 요슈아 벤지오 몬트리올대 교수, <사피엔스>로 유명한 베스트셀러 작가 유발 하라리 등도 동참했다.... "
진화하는 자율주행차 카메라...딥러닝으로 패턴까지 예측, 인공지능 딥러닝 기술이 접목되면 영상을 인식하는 수준을 넘어 사람의 움직임까지 예측해 인식률을 높일 수 있습니다. 하나씩 퍼즐을 맞춰가는 자율주행차의 미래를 권순우 기자가 보도합니다. 딥러닝 기반 자율주행... 
컴퓨터 비전과 딥러닝, 이러한 내용들을 다룬 이 책은 딥러닝 학습을 위한 많은 내용들을 담고 있으며 이해하기 쉽게 예제... 모든 독자들이 텐서플로/케라스(Keras)와 딥러닝 등에 대한 기본 이론을 이해하고 실제로 구현하는 데 많은... 
"인하대,딥러닝 기반 자율주행 버스 운행 시스템 제안"," 팀이 딥러닝을 기반으로 하는 자율주행 버스 운행 시스템을 제안해 금상을 수상했다고 10일 밝혔다. 김범영(25), 이신효(26), 이용한(26), 이지훈(25) 학생으로 이뤄진 팀이 제안한 내용은 딥러닝을 기반으로 한 자율주행... "
데이터에 ‘딥러닝’ 적용했더니… 태풍진로·강우량 예측 정확, KISTI '기상·기후 딥러닝모델' 강수량·태풍경로 예상 정확도↑ 공군기상단과 협업…실증 추진 지난해 미... 활용한 '기상·기후 딥러닝모델'을 개발해 눈길을 모은다. 한국과학기술정보연구원(KISTI)은 단기재난예측... 
딥러닝 기술로 공룡을 쥐락펴락...넥슨 ‘야생의땅: 듀량고', ◆ 사실감이 주는 재미...딥러닝 인공지능(AI) 기술 도입 예고 듀랑고는 사실을 기반으로 한 콘텐츠 제작과... 인공지능 딥러닝 기술 역시 듀랑고 업데이트로 더해질 예정이다. 딥러닝 기술 추가는 듀랑고 개발을 총괄한... 
"김창한 크래프톤 대표, ""게임 개발 능력 기반 '딥러닝·VR·웹3.0 NFT' 연구 ..."," 한 딥러닝, VR, 웹 3.0인 NFT 연구 본격화 등을 꼽았다. 31일 김창한 크래프톤 대표는 서울 강남구 소노펠리체... 기반으로, 딥러닝, VR, 그리고 웹3.0인 NFT에 대한 연구와 투자를 본격화해 지속가능한 성장동력과 경쟁력을... "
"김창한 크래프톤 대표 ""딥러닝·NFT 등 신기술 투자 본격화"""," 게임 제작이라는 핵심 가치에 딥러닝, 가상현실(VR), 웹 3.0, 대체불가능토큰(NFT) 등 신기술을 더해... 이어 ""올해 크래프톤은 게임 개발이라는 핵심 능력을 기반으로 딥러닝, VR, 웹 3.0, NFT에 대한 연구와 투자를 본격화해... "
"딥러닝 기술의 현재와 한계, 그리고 가능성", 그의 방을 떠날 때가 되어서야 아무리 ‘딥러닝’이 뛰어난 것처럼 보여도 사실은 많은 한계를 가진... 사실 우리는 딥러닝의 새로운 응용을 찾을 때마다 딥러닝의 새로운 한계도 알게 된다. 자율주행 자동차는 처음 접하는... 
창업 3년만에 글로벌제약이 주목한 AI 신약개발기업," 자연스럽게 딥러닝, AI, 그리고 신약개발이라는 분야로 수렴하게 된 것 같습니다. AI 신약개발이라는 분야가... 있는 딥러닝 기술을 적용할 수 있다는 점이 가장 큰 차별점이라고 볼 수 있습니다. 정: 화학적 프로브를 쓰지... "
"경북도, 딥러닝 기반 전통기록물 해독사업 선정"," 위한 딥러닝 기반 전통기록물 해독사업’ 이 최종 선정돼 국비 88억 원을 확보했다고 밝혔다. 이번 사업은 한국국학진흥원, 경북대, 서울대, 한신대, 한컴위드 등 5개 산학연이 공동으로 참여해 올 6월부터 오는 2029년... "
[만물상] AI의 약점, ▶카타고는 알파고와 마찬가지로 방대한 기존 데이터에서 이길 확률이 높은 수를 찾아내는 ‘딥러닝... 역시 딥러닝 기술로 개발된 챗GPT는 다음에 들어갈 단어를 확률적으로 예측해 이어 붙이면서 전체 문장이 말이... 
모두의 외면 극복한 딥러닝의 아버지 제프리 힌튼, 제프리 힌튼은 현재 인공지능 붐을 만들어낸 ‘딥러닝’ 기술의 아버지다. 제이콥스는 “30년 후 우리는 과거를 회상하며 그가 딥러닝 그리고 지금 우리가 인공지능이라 부르는 것들의 아인슈타인이라 말할 것”이라고... 
‘챗GPT’의 핵심은 ‘사람처럼’... 사이버 공격도 누구나 ‘사람처럼’," 챗GPT, 기존 딥러닝과 차별화된 트랜스포머로 진화 ‘문맥 이해도 上’챗GPT 악용한 보안위협 대두...심지어... 통해 딥러닝 기술을 구현해낸다. 다만, 챗GPT는 기존 딥러닝과는 달리 트랜스포머(Transformer)의 구조를 갖고... "
"아이넷캅, 딥러닝 적용 &apos;온백신&apos; 10월 출시", 김기웅)은 딥러닝 기술을 적용한 모바일 백신 제품 '온백신(OnVaccine)'이 국제 안티바이러스 성능평가 'AV테스트' 인증을 획득했다고 27일 밝혔다. AV테스트 인증을 획득한 온백신은 딥러닝 기술을 적용한 안드로이드용... 
"[창원스마트팩토리프리뷰] 수아랩, 딥러닝 머신비전 수아킷 호평", 수아랩(대표 송기영)은 최근 딥러닝 머신비전 수아킷을 업그레이드 하며 국내 기술로 세계 시장에서 큰 호응을 얻고 있다. 현재 수아랩은 인공지능 기반의 딥러닝을 통해 정상과 불량 이미지를 같이 학습시켜 정상... 
"[DT광장] 딥러닝, 산업 혁신의 `키`", 조안나 핀겔 매스웍스 제품 마케팅 관리자 조안나 핀겔 매스웍스 제품 마케팅 관리자최근 딥러닝이... 바로 딥러닝이다. 딥러닝은 머신러닝과 비교해 사용자가 학습 데이터를 사전에 제공할 필요 없이 스스로 학습 방법을... 
"전자신문 allshowTV, ‘IBM GPU 솔루션으로 딥러닝 비용 절감’ 온라인 세미나...", 온라인 무료세미나 방송 전자신문 allshowTV는 오는 23일 오후 2시부터 3시까지 ‘IBM GPU 솔루션으로 딥러닝 비용은 절감하고 더 큰 모델을 트레이닝 할 수 있다’ 웨비나(Webinar)를 개최한다. 딥러닝을... 
"세계 최초 딥러닝 챗봇 ‘로사’, 롯데百에 등장", -롯데百 온ㆍ오프 매장서 21일 선봬 -딥러닝 기술로 다양한 서비스 제공 -향후 다양한 채널로 확대적용 계획 롯데백화점이 전세계 유통업계 최초로 딥러닝(Deep learning) 기술을 활용한 챗봇 ‘로사(LOSAㆍLOTTE SHOPPING Advisor)... 
"[창원스마트팩토리프리뷰] 수아랩, 딥러닝 머신비전 수아킷 호평", 수아랩(대표 송기영)은 최근 딥러닝 머신비전 수아킷을 업그레이드 하며 국내 기술로 세계 시장에서 큰 호응을 얻고 있다. 현재 수아랩은 인공지능 기반의 딥러닝을 통해 정상과 불량 이미지를 같이 학습시켜 정상... 
"[DT광장] 딥러닝, 산업 혁신의 `키`", 조안나 핀겔 매스웍스 제품 마케팅 관리자 조안나 핀겔 매스웍스 제품 마케팅 관리자최근 딥러닝이... 바로 딥러닝이다. 딥러닝은 머신러닝과 비교해 사용자가 학습 데이터를 사전에 제공할 필요 없이 스스로 학습 방법을... 
"전자신문 allshowTV, ‘IBM GPU 솔루션으로 딥러닝 비용 절감’ 온라인 세미나...", 온라인 무료세미나 방송 전자신문 allshowTV는 오는 23일 오후 2시부터 3시까지 ‘IBM GPU 솔루션으로 딥러닝 비용은 절감하고 더 큰 모델을 트레이닝 할 수 있다’ 웨비나(Webinar)를 개최한다. 딥러닝을... 
"세계 최초 딥러닝 챗봇 ‘로사’, 롯데百에 등장", -롯데百 온ㆍ오프 매장서 21일 선봬 -딥러닝 기술로 다양한 서비스 제공 -향후 다양한 채널로 확대적용 계획 롯데백화점이 전세계 유통업계 최초로 딥러닝(Deep learning) 기술을 활용한 챗봇 ‘로사(LOSAㆍLOTTE SHOPPING Advisor)... 
